,Image,building,car,crop,door,field,ground,mountain,road,rocky,sand,sea,sidewalk,sign,sky,skyscraper,snowy,tree,trunk,water,window
255,coast_nat900.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1919,opencountry_nat822.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
101,coast_land924.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1008,insidecity_art1186.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1627,mountain_ski72.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1039,insidecity_art569.jpg,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2581,tallbuilding_city7.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
174,coast_n672034.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
4,coast_bea1.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1178,insidecity_hous90.jpg,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1266,mountain_land131.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1571,mountain_sclos4.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1611,mountain_sharp71.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1984,opencountry_natu65.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
549,forest_nat286.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1586,mountain_sharp33.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1484,mountain_nat29.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
597,forest_natu161.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2079,street_art861.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
25,coast_cdmc825.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1367,mountain_n213041.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1904,opencountry_nat618.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2386,tallbuilding_a487098.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1448,mountain_n737049.jpg,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
1553,mountain_natu655.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1104,insidecity_bost79.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
982,insidecity_a805091.jpg,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
41,coast_cdmc891.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2593,tallbuilding_sky21.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1164,insidecity_hous39.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1433,mountain_n44062.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1983,opencountry_natu647.jpg,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1411,mountain_n344082.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1198,insidecity_urb130.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1520,mountain_nat73.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1011,insidecity_art1269.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1618,mountain_sharp96.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
739,highway_bost161.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
431,forest_for149.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2075,street_art793.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
626,forest_natu634.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2084,street_art970.jpg,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1145,insidecity_hous1.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
766,highway_bost290.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
440,forest_for27.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1109,insidecity_boston247.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1473,mountain_nat1207.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
665,forest_text26.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
85,coast_land339.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
804,highway_bost330.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1907,opencountry_nat654.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1152,insidecity_hous13.jpg,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
2504,tallbuilding_art218.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
467,forest_land107.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,forest_cdmc292.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2033,opencountry_sopen15.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1574,mountain_sharp12.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
139,coast_n291024.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2540,tallbuilding_art554.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1689,opencountry_land298.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2153,street_gre126.jpg,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
50,coast_cdmc933.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1499,mountain_nat427.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
200,coast_nat1201.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1430,mountain_n44004.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
309,coast_natu824.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
985,insidecity_a807066.jpg,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
568,forest_nat417.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1251,insidecity_urb991.jpg,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2572,tallbuilding_city38.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1111,insidecity_boston282.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2103,street_bost72.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2288,street_street61.jpg,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
1924,opencountry_nat896.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2240,street_par28.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
449,forest_for52.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2391,tallbuilding_a562066.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
68,coast_gre637.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2365,tallbuilding_a487039.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
910,highway_gre685.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2643,tallbuilding_urban1081.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1827,opencountry_n18041.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
887,highway_gre536.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2003,opencountry_natu89.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,coast_art487.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1721,opencountry_land513.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
